filepaths,name,No,5mm,30mm,target_size,setting,date,time
dataset/DOE_6/切割訊號/DOE6-5/all/O6302-20240806150848472.pickle,O6302-20240806150848472,31,33.995,33.996,34.0,DOE6-5,0806,1508
dataset/DOE_6/切割訊號/DOE6-5/all/O6302-20240806151010686.pickle,O6302-20240806151010686,32,33.995,33.997,34.0,DOE6-5,0806,1510
dataset/DOE_6/切割訊號/DOE6-5/all/O6302-20240806151123609.pickle,O6302-20240806151123609,33,33.995,33.996,34.0,DOE6-5,0806,1511
dataset/DOE_6/切割訊號/DOE6-5/all/O6302-20240806151241524.pickle,O6302-20240806151241524,34,33.996,33.997,34.0,DOE6-5,0806,1512
dataset/DOE_6/切割訊號/DOE6-5/all/O6302-20240806151359202.pickle,O6302-20240806151359202,35,33.996,33.996,34.0,DOE6-5,0806,1513
dataset/DOE_6/切割訊號/DOE6-5/all/O6302-20240806151504833.pickle,O6302-20240806151504833,36,33.995,33.996,34.0,DOE6-5,0806,1515
dataset/DOE_6/切割訊號/DOE6-5/all/O6302-20240806151636691.pickle,O6302-20240806151636691,37,33.995,33.995,34.0,DOE6-5,0806,1516
dataset/DOE_6/切割訊號/DOE6-5/all/O6302-20240806151744574.pickle,O6302-20240806151744574,38,33.996,33.995,34.0,DOE6-5,0806,1517
dataset/DOE_6/切割訊號/DOE6-5/all/O6302-20240806151857217.pickle,O6302-20240806151857217,39,33.996,33.995,34.0,DOE6-5,0806,1518
dataset/DOE_6/切割訊號/DOE6-5/all/O6302-20240806152015264.pickle,O6302-20240806152015264,40,33.997,33.996,34.0,DOE6-5,0806,1520
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819135016822.pickle,O6302-20240819135016822,1,35.998,36.0,36.0,DOE6-6,0819,1350
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819135459528.pickle,O6302-20240819135459528,2,35.997,36.0,36.0,DOE6-6,0819,1354
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819135702990.pickle,O6302-20240819135702990,3,35.997,35.999,36.0,DOE6-6,0819,1357
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819135815493.pickle,O6302-20240819135815493,4,35.996,35.998,36.0,DOE6-6,0819,1358
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819135924239.pickle,O6302-20240819135924239,5,35.996,35.998,36.0,DOE6-6,0819,1359
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819140048926.pickle,O6302-20240819140048926,6,35.997,35.999,36.0,DOE6-6,0819,1400
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819140202128.pickle,O6302-20240819140202128,7,35.996,35.997,36.0,DOE6-6,0819,1402
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819140323579.pickle,O6302-20240819140323579,8,35.996,35.998,36.0,DOE6-6,0819,1403
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819140528880.pickle,O6302-20240819140528880,9,35.996,35.998,36.0,DOE6-6,0819,1405
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819140647095.pickle,O6302-20240819140647095,10,35.997,35.998,36.0,DOE6-6,0819,1406
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819141242272.pickle,O6302-20240819141242272,11,35.996,35.998,36.0,DOE6-6,0819,1412
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819141409551.pickle,O6302-20240819141409551,12,35.996,35.998,36.0,DOE6-6,0819,1414
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819141532885.pickle,O6302-20240819141532885,13,35.996,35.998,36.0,DOE6-6,0819,1415
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819141651989.pickle,O6302-20240819141651989,14,35.996,35.998,36.0,DOE6-6,0819,1416
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819141809778.pickle,O6302-20240819141809778,15,35.996,35.997,36.0,DOE6-6,0819,1418
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819141926605.pickle,O6302-20240819141926605,16,35.996,35.997,36.0,DOE6-6,0819,1419
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819142049748.pickle,O6302-20240819142049748,17,35.996,35.998,36.0,DOE6-6,0819,1420
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819142204758.pickle,O6302-20240819142204758,18,35.996,35.998,36.0,DOE6-6,0819,1422
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819142318508.pickle,O6302-20240819142318508,19,35.996,35.998,36.0,DOE6-6,0819,1423
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819142515034.pickle,O6302-20240819142515034,20,35.996,35.998,36.0,DOE6-6,0819,1425
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819142951274.pickle,O6302-20240819142951274,21,35.996,35.998,36.0,DOE6-6,0819,1429
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819143300434.pickle,O6302-20240819143300434,22,35.996,35.998,36.0,DOE6-6,0819,1433
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819143421480.pickle,O6302-20240819143421480,23,35.996,35.997,36.0,DOE6-6,0819,1434
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819143537648.pickle,O6302-20240819143537648,24,35.996,35.998,36.0,DOE6-6,0819,1435
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819143653146.pickle,O6302-20240819143653146,25,35.996,35.998,36.0,DOE6-6,0819,1436
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819143821096.pickle,O6302-20240819143821096,26,35.996,35.998,36.0,DOE6-6,0819,1438
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819143939866.pickle,O6302-20240819143939866,27,35.996,35.998,36.0,DOE6-6,0819,1439
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819144120981.pickle,O6302-20240819144120981,28,35.995,35.998,36.0,DOE6-6,0819,1441
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819144243831.pickle,O6302-20240819144243831,29,35.996,35.998,36.0,DOE6-6,0819,1442
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819144401893.pickle,O6302-20240819144401893,30,35.996,35.998,36.0,DOE6-6,0819,1444
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819144728546.pickle,O6302-20240819144728546,31,35.996,35.998,36.0,DOE6-6,0819,1447
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819144855224.pickle,O6302-20240819144855224,32,35.996,35.998,36.0,DOE6-6,0819,1448
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819145013476.pickle,O6302-20240819145013476,33,35.996,35.998,36.0,DOE6-6,0819,1450
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819145131229.pickle,O6302-20240819145131229,34,35.996,35.998,36.0,DOE6-6,0819,1451
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819145252404.pickle,O6302-20240819145252404,35,35.996,35.998,36.0,DOE6-6,0819,1452
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819145426766.pickle,O6302-20240819145426766,36,35.996,35.998,36.0,DOE6-6,0819,1454
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819145609496.pickle,O6302-20240819145609496,37,35.996,35.998,36.0,DOE6-6,0819,1456
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819145809298.pickle,O6302-20240819145809298,38,35.996,35.998,36.0,DOE6-6,0819,1458
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819145950956.pickle,O6302-20240819145950956,39,35.996,35.998,36.0,DOE6-6,0819,1459
dataset/DOE_6/切割訊號/DOE6-6/all/O6302-20240819150137298.pickle,O6302-20240819150137298,40,35.995,35.997,36.0,DOE6-6,0819,1501
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912091554349.pickle,O6302-20240912091554349,1,37.978,37.98,38.0,DOE6-7,0912,0915
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912092150486.pickle,O6302-20240912092150486,2,37.999,38.002,38.0,DOE6-7,0912,0921
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912092748928.pickle,O6302-20240912092748928,3,37.998,38.001,38.0,DOE6-7,0912,0927
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912092906007.pickle,O6302-20240912092906007,4,37.997,37.999,38.0,DOE6-7,0912,0929
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912093100415.pickle,O6302-20240912093100415,5,37.994,37.999,38.0,DOE6-7,0912,0931
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912093226212.pickle,O6302-20240912093226212,6,37.998,37.999,38.0,DOE6-7,0912,0932
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912093503217.pickle,O6302-20240912093503217,7,37.998,38.0,38.0,DOE6-7,0912,0935
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912093614248.pickle,O6302-20240912093614248,8,37.998,38.001,38.0,DOE6-7,0912,0936
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912093724441.pickle,O6302-20240912093724441,9,37.998,38.0,38.0,DOE6-7,0912,0937
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912093834851.pickle,O6302-20240912093834851,10,37.998,38.0,38.0,DOE6-7,0912,0938
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912094533959.pickle,O6302-20240912094533959,11,37.998,38.002,38.0,DOE6-7,0912,0945
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912094644206.pickle,O6302-20240912094644206,12,37.997,37.999,38.0,DOE6-7,0912,0946
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912094746231.pickle,O6302-20240912094746231,13,37.997,38.0,38.0,DOE6-7,0912,0947
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912094901857.pickle,O6302-20240912094901857,14,37.998,38.002,38.0,DOE6-7,0912,0949
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912095016270.pickle,O6302-20240912095016270,15,37.998,38.002,38.0,DOE6-7,0912,0950
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912095134103.pickle,O6302-20240912095134103,16,37.998,38.0,38.0,DOE6-7,0912,0951
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912095245748.pickle,O6302-20240912095245748,17,37.997,38.0,38.0,DOE6-7,0912,0952
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912095359709.pickle,O6302-20240912095359709,18,37.997,38.001,38.0,DOE6-7,0912,0953
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912095518266.pickle,O6302-20240912095518266,19,37.998,38.001,38.0,DOE6-7,0912,0955
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912095630607.pickle,O6302-20240912095630607,20,38.0,38.003,38.0,DOE6-7,0912,0956
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912100112472.pickle,O6302-20240912100112472,21,38.0,38.003,38.0,DOE6-7,0912,1001
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912100230350.pickle,O6302-20240912100230350,22,38.0,38.003,38.0,DOE6-7,0912,1002
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912100352440.pickle,O6302-20240912100352440,23,38.0,38.003,38.0,DOE6-7,0912,1003
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912100508196.pickle,O6302-20240912100508196,24,37.999,38.002,38.0,DOE6-7,0912,1005
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912100634393.pickle,O6302-20240912100634393,25,37.999,38.002,38.0,DOE6-7,0912,1006
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912100742514.pickle,O6302-20240912100742514,26,37.999,38.002,38.0,DOE6-7,0912,1007
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912100846263.pickle,O6302-20240912100846263,27,37.999,38.002,38.0,DOE6-7,0912,1008
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912100955372.pickle,O6302-20240912100955372,28,37.999,38.002,38.0,DOE6-7,0912,1009
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912101107841.pickle,O6302-20240912101107841,29,38.0,38.002,38.0,DOE6-7,0912,1011
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912101236846.pickle,O6302-20240912101236846,30,38.0,38.002,38.0,DOE6-7,0912,1012
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912101634226.pickle,O6302-20240912101634226,31,38.0,38.004,38.0,DOE6-7,0912,1016
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912101909581.pickle,O6302-20240912101909581,33,37.999,38.002,38.0,DOE6-7,0912,1019
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912102014806.pickle,O6302-20240912102014806,34,38.0,38.002,38.0,DOE6-7,0912,1020
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912102126923.pickle,O6302-20240912102126923,35,38.0,38.004,38.0,DOE6-7,0912,1021
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912102242696.pickle,O6302-20240912102242696,36,38.001,38.003,38.0,DOE6-7,0912,1022
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912102415530.pickle,O6302-20240912102415530,37,38.0,38.003,38.0,DOE6-7,0912,1024
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912102521718.pickle,O6302-20240912102521718,38,38.0,38.003,38.0,DOE6-7,0912,1025
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912102639212.pickle,O6302-20240912102639212,39,38.0,38.003,38.0,DOE6-7,0912,1026
dataset/DOE_6/切割訊號/DOE6-7/all/O6302-20240912102825673.pickle,O6302-20240912102825673,40,38.001,38.004,38.0,DOE6-7,0912,1028
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014133120008.pickle,O6302-20241014133120008,1,40.002,40.004,40.0,DOE6-8,1014,1331
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014133253553.pickle,O6302-20241014133253553,2,40.002,40.005,40.0,DOE6-8,1014,1332
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014133417578.pickle,O6302-20241014133417578,3,40.004,40.005,40.0,DOE6-8,1014,1334
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014133522551.pickle,O6302-20241014133522551,4,40.004,40.006,40.0,DOE6-8,1014,1335
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014133709145.pickle,O6302-20241014133709145,5,40.003,40.006,40.0,DOE6-8,1014,1337
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014133824682.pickle,O6302-20241014133824682,6,40.004,40.007,40.0,DOE6-8,1014,1338
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014133931743.pickle,O6302-20241014133931743,7,40.004,40.006,40.0,DOE6-8,1014,1339
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014134050188.pickle,O6302-20241014134050188,8,40.005,40.007,40.0,DOE6-8,1014,1340
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014134316207.pickle,O6302-20241014134316207,10,40.005,40.008,40.0,DOE6-8,1014,1343
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014134839767.pickle,O6302-20241014134839767,11,40.007,40.009,40.0,DOE6-8,1014,1348
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014134951044.pickle,O6302-20241014134951044,12,40.007,40.008,40.0,DOE6-8,1014,1349
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014135118989.pickle,O6302-20241014135118989,13,40.008,40.011,40.0,DOE6-8,1014,1351
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014135247018.pickle,O6302-20241014135247018,14,40.008,40.009,40.0,DOE6-8,1014,1352
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014135452424.pickle,O6302-20241014135452424,15,40.008,40.011,40.0,DOE6-8,1014,1354
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014135621085.pickle,O6302-20241014135621085,16,40.008,40.01,40.0,DOE6-8,1014,1356
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014135739206.pickle,O6302-20241014135739206,17,40.008,40.011,40.0,DOE6-8,1014,1357
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014135913395.pickle,O6302-20241014135913395,18,40.008,40.011,40.0,DOE6-8,1014,1359
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014140055105.pickle,O6302-20241014140055105,19,40.008,40.01,40.0,DOE6-8,1014,1400
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014140223338.pickle,O6302-20241014140223338,20,40.008,40.01,40.0,DOE6-8,1014,1402
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014140745732.pickle,O6302-20241014140745732,21,40.008,40.011,40.0,DOE6-8,1014,1407
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014140909912.pickle,O6302-20241014140909912,22,40.008,40.011,40.0,DOE6-8,1014,1409
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014141028633.pickle,O6302-20241014141028633,23,40.007,40.01,40.0,DOE6-8,1014,1410
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014141147954.pickle,O6302-20241014141147954,24,40.006,40.009,40.0,DOE6-8,1014,1411
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014141257607.pickle,O6302-20241014141257607,25,40.008,40.01,40.0,DOE6-8,1014,1412
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014141415185.pickle,O6302-20241014141415185,26,40.009,40.011,40.0,DOE6-8,1014,1414
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014141524313.pickle,O6302-20241014141524313,27,40.008,40.01,40.0,DOE6-8,1014,1415
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014141646718.pickle,O6302-20241014141646718,28,40.01,40.012,40.0,DOE6-8,1014,1416
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014141820888.pickle,O6302-20241014141820888,29,40.008,40.011,40.0,DOE6-8,1014,1418
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014141944977.pickle,O6302-20241014141944977,30,40.008,40.012,40.0,DOE6-8,1014,1419
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014142706603.pickle,O6302-20241014142706603,31,40.009,40.012,40.0,DOE6-8,1014,1427
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014142844760.pickle,O6302-20241014142844760,32,40.009,40.012,40.0,DOE6-8,1014,1428
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014143002665.pickle,O6302-20241014143002665,33,40.009,40.013,40.0,DOE6-8,1014,1430
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014143124824.pickle,O6302-20241014143124824,34,40.008,40.01,40.0,DOE6-8,1014,1431
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014143251384.pickle,O6302-20241014143251384,35,40.01,40.012,40.0,DOE6-8,1014,1432
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014143401616.pickle,O6302-20241014143401616,36,40.008,40.013,40.0,DOE6-8,1014,1434
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014143533678.pickle,O6302-20241014143533678,37,40.009,40.014,40.0,DOE6-8,1014,1435
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014143656575.pickle,O6302-20241014143656575,38,40.01,40.012,40.0,DOE6-8,1014,1436
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014143811276.pickle,O6302-20241014143811276,39,40.01,40.012,40.0,DOE6-8,1014,1438
dataset/DOE_6/切割訊號/DOE6-8/all/O6302-20241014143930113.pickle,O6302-20241014143930113,40,40.01,40.013,40.0,DOE6-8,1014,1439
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106133902590.pickle,O6302-20241106133902590,1,42.002,42.004,42.0,DOE6-9,1106,1339
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106134215610.pickle,O6302-20241106134215610,2,42.004,42.006,42.0,DOE6-9,1106,1342
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106134406612.pickle,O6302-20241106134406612,3,42.003,42.006,42.0,DOE6-9,1106,1344
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106134516261.pickle,O6302-20241106134516261,4,42.004,42.007,42.0,DOE6-9,1106,1345
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106134628214.pickle,O6302-20241106134628214,5,42.003,42.005,42.0,DOE6-9,1106,1346
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106134751476.pickle,O6302-20241106134751476,6,42.004,42.006,42.0,DOE6-9,1106,1347
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106134908942.pickle,O6302-20241106134908942,7,42.004,42.006,42.0,DOE6-9,1106,1349
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106135013334.pickle,O6302-20241106135013334,8,42.004,42.006,42.0,DOE6-9,1106,1350
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106135138155.pickle,O6302-20241106135138155,9,42.004,42.007,42.0,DOE6-9,1106,1351
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106135250245.pickle,O6302-20241106135250245,10,42.004,42.006,42.0,DOE6-9,1106,1352
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106135802142.pickle,O6302-20241106135802142,11,42.004,42.007,42.0,DOE6-9,1106,1358
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106135916595.pickle,O6302-20241106135916595,12,42.004,42.007,42.0,DOE6-9,1106,1359
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106140042658.pickle,O6302-20241106140042658,13,42.003,42.006,42.0,DOE6-9,1106,1400
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106140201818.pickle,O6302-20241106140201818,14,42.003,42.006,42.0,DOE6-9,1106,1402
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106140311399.pickle,O6302-20241106140311399,15,42.003,42.006,42.0,DOE6-9,1106,1403
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106140427772.pickle,O6302-20241106140427772,16,42.004,42.006,42.0,DOE6-9,1106,1404
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106140534674.pickle,O6302-20241106140534674,17,42.003,42.005,42.0,DOE6-9,1106,1405
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106140654099.pickle,O6302-20241106140654099,18,42.003,42.005,42.0,DOE6-9,1106,1406
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106140808160.pickle,O6302-20241106140808160,19,42.003,42.005,42.0,DOE6-9,1106,1408
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106140919158.pickle,O6302-20241106140919158,20,42.003,42.005,42.0,DOE6-9,1106,1409
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106141449623.pickle,O6302-20241106141449623,21,42.003,42.006,42.0,DOE6-9,1106,1414
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106141922199.pickle,O6302-20241106141922199,22,42.003,42.006,42.0,DOE6-9,1106,1419
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106142038945.pickle,O6302-20241106142038945,23,42.003,42.005,42.0,DOE6-9,1106,1420
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106142149294.pickle,O6302-20241106142149294,24,42.002,42.004,42.0,DOE6-9,1106,1421
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106142257615.pickle,O6302-20241106142257615,25,42.002,42.004,42.0,DOE6-9,1106,1422
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106142405276.pickle,O6302-20241106142405276,26,42.002,42.004,42.0,DOE6-9,1106,1424
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106142514981.pickle,O6302-20241106142514981,27,42.002,42.004,42.0,DOE6-9,1106,1425
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106142621406.pickle,O6302-20241106142621406,28,42.002,42.004,42.0,DOE6-9,1106,1426
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106142754628.pickle,O6302-20241106142754628,29,42.002,42.004,42.0,DOE6-9,1106,1427
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106142905097.pickle,O6302-20241106142905097,30,42.001,42.003,42.0,DOE6-9,1106,1429
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106143351110.pickle,O6302-20241106143351110,31,42.001,42.004,42.0,DOE6-9,1106,1433
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106143522391.pickle,O6302-20241106143522391,32,42.002,42.005,42.0,DOE6-9,1106,1435
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106143649909.pickle,O6302-20241106143649909,33,42.002,42.004,42.0,DOE6-9,1106,1436
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106143759126.pickle,O6302-20241106143759126,34,42.002,42.005,42.0,DOE6-9,1106,1437
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106144020481.pickle,O6302-20241106144020481,35,42.002,42.005,42.0,DOE6-9,1106,1440
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106144145021.pickle,O6302-20241106144145021,36,42.002,42.004,42.0,DOE6-9,1106,1441
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106144259899.pickle,O6302-20241106144259899,37,42.002,42.004,42.0,DOE6-9,1106,1442
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106144418228.pickle,O6302-20241106144418228,38,42.002,42.005,42.0,DOE6-9,1106,1444
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106144548762.pickle,O6302-20241106144548762,39,42.002,42.005,42.0,DOE6-9,1106,1445
dataset/DOE_6/切割訊號/DOE6-9/all/O6302-20241106144702559.pickle,O6302-20241106144702559,40,42.002,42.004,42.0,DOE6-9,1106,1447
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107132711819.pickle,O6302-20241107132711819,1,44.005,44.007,44.0,DOE6-10,1107,1327
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107133017986.pickle,O6302-20241107133017986,2,44.002,44.004,44.0,DOE6-10,1107,1330
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107133130075.pickle,O6302-20241107133130075,3,44.003,44.005,44.0,DOE6-10,1107,1331
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107133313524.pickle,O6302-20241107133313524,4,44.002,44.004,44.0,DOE6-10,1107,1333
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107133423753.pickle,O6302-20241107133423753,5,44.002,44.005,44.0,DOE6-10,1107,1334
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107133533686.pickle,O6302-20241107133533686,6,44.002,44.005,44.0,DOE6-10,1107,1335
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107133644627.pickle,O6302-20241107133644627,7,44.003,44.005,44.0,DOE6-10,1107,1336
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107133755924.pickle,O6302-20241107133755924,8,44.004,44.006,44.0,DOE6-10,1107,1337
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107133924686.pickle,O6302-20241107133924686,9,44.005,44.007,44.0,DOE6-10,1107,1339
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107134040691.pickle,O6302-20241107134040691,10,44.005,44.007,44.0,DOE6-10,1107,1340
dataset/DOE_6/切割訊號/DOE6-10/all/O6302-20241107134537009.pickle,O6302-20241107134537009,11,44.006,44.009,44.0,DOE6-10,1107,1345
